time,r_shoulder_elev,r_elbow_flex,elbow_vel,elbow_acc,rep_index,fatigue_level
0.9700,14.125529,65.034499,90.919275,-70.056900,1,0.0152
0.9800,14.125529,65.939912,90.164617,-69.886438,1,0.0153
0.9900,14.125529,66.837791,89.521547,-49.831799,1,0.0155
1.0000,14.125529,67.730343,89.167981,-17.193334,1,0.0156
1.0100,14.125529,68.621151,89.177680,16.282921,1,0.0158
1.0200,14.125529,69.513896,89.493640,38.517633,1,0.0159
1.0300,14.125529,70.411024,89.948033,41.414054,1,0.0161
1.0400,14.125529,71.312857,90.321921,23.721853,1,0.0162
1.0500,14.125529,72.217462,90.422470,-8.678348,1,0.0164
1.0600,14.125529,73.121306,90.148354,-45.194094,1,0.0166
1.0700,14.125529,74.020429,89.518588,-74.685679,1,0.0167
1.0800,14.125529,74.911678,88.654640,-89.701498,1,0.0169
1.0900,14.125529,75.793522,87.724558,-89.069516,1,0.0170
1.1000,14.125529,76.666169,86.873250,-77.804587,1,0.0172
1.1100,14.125529,77.530987,86.168466,-64.417283,1,0.0173
1.1200,14.125529,78.389538,85.584904,-56.822308,1,0.0175
1.1300,14.125529,79.242685,85.032020,-58.666338,1,0.0177
1.1400,14.125529,80.090179,84.411577,-67.740680,1,0.0178
1.1500,14.125529,80.930917,83.677206,-77.250984,1,0.0180
1.1600,14.125529,81.763723,82.866558,-79.443973,1,0.0181
1.1700,14.125529,82.588248,82.088327,-69.981522,1,0.0183
1.1800,14.125529,83.405490,81.466927,-51.004405,1,0.0184
1.1900,14.125529,84.217586,81.068239,-31.279025,1,0.0186
1.2000,14.125529,85.026854,80.841347,-23.029035,1,0.0187
1.2100,14.125529,85.834413,80.607658,-36.538848,1,0.0189
1.2200,14.125529,86.639007,80.110570,-74.744122,1,0.0191
1.2300,14.125529,87.436625,79.112776,-130.273675,1,0.0192
1.2400,14.125529,88.221263,77.505096,-186.598552,1,0.0194
1.2500,14.125529,88.986727,75.380805,-223.339717,1,0.0195
1.2600,14.125529,89.728879,73.038302,-224.007176,1,0.0197
1.2700,14.125529,90.447493,70.900661,-183.230243,1,0.0198
1.2800,14.125529,91.146892,69.373697,-110.446279,1,0.0200
1.2900,14.125529,91.834967,68.691735,-28.169530,1,0.0202
1.3000,14.125529,92.520727,68.810306,35.019400,1,0.0203
1.3100,14.125529,93.211173,69.392123,54.502083,1,0.0205
1.3200,14.125529,93.908569,69.900348,19.036563,1,0.0206
1.3300,14.125529,94.609180,69.772855,-64.097712,1,0.0208
1.3400,14.125529,95.304027,68.618394,-170.465872,1,0.0209
1.3500,14.125529,95.981548,66.363537,-266.227997,1,0.0211
1.3600,14.125529,96.631297,63.293834,-319.708737,1,0.0212
1.3700,14.125529,97.247424,59.969362,-312.661682,1,0.0214
1.3800,14.125529,97.830685,57.040600,-247.063781,1,0.0216
1.3900,14.125529,98.388236,55.028087,-144.820242,1,0.0217
1.4000,14.125529,98.931246,54.144195,-40.340185,1,0.0219
1.4100,14.125529,99.471120,54.221283,31.408732,1,0.0220
1.4200,14.125529,100.015672,54.772370,47.054588,1,0.0222
1.4300,14.125529,100.566568,55.162375,2.774624,1,0.0223
1.4400,14.125529,101.118919,54.827863,-84.804151,1,0.0225
1.4500,14.125529,101.663125,53.466292,-184.985133,1,0.0227
1.4600,14.125529,102.188245,51.128160,-264.201598,1,0.0228
1.4700,14.125529,102.685688,48.182260,-297.842643,1,0.0230
1.4800,14.125529,103.151890,45.171307,-278.386585,1,0.0231
1.4900,14.125529,103.589114,42.614528,-217.022997,1,0.0233
1.5000,14.125529,104.004181,40.830847,-138.464178,1,0.0234
1.5100,14.125529,104.405731,39.845245,-71.196359,1,0.0236
1.5200,14.125529,104.801086,39.406920,-37.021970,1,0.0237
1.5300,14.125529,105.193870,39.104805,-43.812931,1,0.0239
1.5400,14.125529,105.583182,38.530661,-83.962228,1,0.0241
1.5500,14.125529,105.964483,37.425561,-138.704634,1,0.0242
1.5600,14.125529,106.331693,35.756569,-186.220066,1,0.0244
1.5700,14.125529,106.679614,33.701159,-210.117281,1,0.0245
1.5800,14.125529,107.005716,31.554223,-204.993423,1,0.0247
1.5900,14.125529,107.310699,29.601291,-177.162667,1,0.0248
1.6000,14.125529,107.597742,28.010970,-140.713482,1,0.0250
1.6100,14.125529,107.870918,26.787021,-110.915935,1,0.0252
1.6200,14.125529,108.133483,25.792651,-97.910775,1,0.0253
1.6300,14.125529,108.386771,24.828806,-103.251376,1,0.0255
1.6400,14.125529,108.630059,23.727623,-120.462328,1,0.0256
1.6500,14.125529,108.861323,22.419559,-138.976922,1,0.0258
1.6600,14.125529,109.078450,20.948085,-149.408907,1,0.0259
1.6700,14.125529,109.280285,19.431381,-147.686338,1,0.0261
1.6800,14.125529,109.467078,17.994358,-136.264439,1,0.0262
1.6900,14.125529,109.640172,16.706092,-122.084458,1,0.0264
1.7000,14.125529,109.801199,15.552669,-112.477896,1,0.0266
1.7100,14.125529,109.951226,14.456534,-111.134201,1,0.0267
1.7200,14.125529,110.090330,13.329985,-116.151034,1,0.0269
1.7300,14.125529,110.217825,12.133514,-121.132810,1,0.0270
1.7400,14.125529,110.333000,10.907329,-118.793887,1,0.0272
1.7500,14.125529,110.435972,9.757636,-105.264303,1,0.0273
1.7600,14.125529,110.528153,8.802043,-82.884312,1,0.0275
1.7700,14.125529,110.612013,8.099950,-59.921698,1,0.0277
1.7800,14.125529,110.690152,7.603609,-47.079823,1,0.0278
1.7900,14.125529,110.764085,7.158353,-52.239444,1,0.0280
1.8000,14.125529,110.833319,6.558820,-75.860205,1,0.0281
1.8100,14.125529,110.895261,5.641149,-109.367712,1,0.0283
1.8200,14.125529,110.946142,4.371466,-137.652030,1,0.0284
1.8300,14.125529,110.982691,2.888109,-144.987211,1,0.0286
1.8400,14.125529,111.003904,1.471721,-122.037665,1,0.0287
1.8500,14.125529,111.012125,0.447355,-70.900995,1,0.0289
1.8600,14.125529,111.012851,0.053702,-5.732061,1,0.0291
1.8700,14.125529,111.013199,0.332714,51.775974,1,0.0292
1.8800,14.125529,111.019506,1.089221,80.596657,1,0.0294
1.8900,14.125529,111.034984,1.944647,69.094634,1,0.0295
1.9000,14.125529,111.058399,2.471114,20.633885,1,0.0297
1.9100,14.125529,111.084406,2.357325,-46.533425,1,0.0298
1.9200,14.125529,111.105545,1.540445,-106.209082,1,0.0300
1.9300,14.125529,111.115215,0.233143,-134.678944,1,0.0302
1.9400,14.125529,111.110208,-1.153134,-118.377117,1,0.0303
1.9500,14.125529,111.092152,-2.134399,-59.273541,1,0.0305
1.9600,14.125529,111.067520,-2.338604,22.992309,1,0.0306
1.9700,14.125529,111.045380,-1.674553,98.031306,1,0.0308
1.9800,14.125529,111.034029,-0.377978,137.237570,1,0.0309
1.9900,14.125529,111.037820,1.070199,125.088791,1,0.0311
2.0000,14.125529,111.055433,2.123797,65.561605,1,0.0312
2.0100,14.125529,111.080296,2.381431,-18.956811,1,0.0314
2.0200,14.125529,111.103062,1.744661,-96.036028,1,0.0316
2.0300,14.125529,111.115190,0.460710,-135.710077,1,0.0317
2.0400,14.125529,111.112276,-0.969540,-122.260581,1,0.0319
2.0500,14.125529,111.095799,-1.984502,-60.594307,1,0.0320
2.0600,14.125529,111.072586,-2.181426,25.405309,1,0.0322
2.0700,14.125529,111.052170,-1.476395,102.028159,1,0.0323
2.0800,14.125529,111.043058,-0.140863,138.878194,1,0.0325
2.0900,14.125529,111.049353,1.301168,120.864277,1,0.0326
2.1000,14.125529,111.069081,2.276422,54.296297,1,0.0328
2.1100,14.125529,111.094881,2.387094,-35.372878,1,0.0330
2.1200,14.125529,111.116823,1.568965,-114.032335,1,0.0331
2.1300,14.125529,111.126261,0.106448,-154.463947,1,0.0333
2.1400,14.125529,111.118952,-1.520314,-144.741320,1,0.0334
2.1500,14.125529,111.095855,-2.788379,-89.189730,1,0.0336
2.1600,14.125529,111.063184,-3.304109,-10.674368,1,0.0337
2.1700,14.125529,111.029772,-3.001866,56.128620,1,0.0339
2.1800,14.125529,111.003147,-2.181536,80.507127,1,0.0341
2.1900,14.125529,110.986142,-1.391723,48.139605,1,0.0342
2.2000,14.125529,110.975313,-1.218744,-33.584881,1,0.0344
2.2100,14.125529,110.961767,-2.063421,-138.630194,1,0.0345
2.2200,14.125529,110.934044,-3.991348,-232.460952,1,0.0347
2.2300,14.125529,110.881940,-6.712640,-285.244818,1,0.0348
2.2400,14.125529,110.799791,-9.696245,-282.968615,1,0.0350
2.2500,14.125529,110.688015,-12.372012,-232.244909,1,0.0351
2.2600,14.125529,110.552351,-14.341143,-157.131325,1,0.0353
2.2700,14.125529,110.401192,-15.514639,-89.423728,1,0.0355
2.2800,14.125529,110.242058,-16.129617,-56.369630,1,0.0356
2.2900,14.125529,110.078600,-16.642032,-70.620881,1,0.0358
2.3000,14.125529,109.909218,-17.542035,-126.207630,1,0.0359
2.3100,14.125529,109.727759,-19.166184,-201.834725,1,0.0361
2.3200,14.125529,109.525894,-21.578729,-269.900284,1,0.0362
2.3300,14.125529,109.296184,-24.564190,-307.471581,1,0.0364
2.3400,14.125529,109.034610,-27.728161,-304.852537,1,0.0366
2.3500,14.125529,108.741621,-30.661241,-268.517934,1,0.0367
2.3600,14.125529,108.421386,-33.098520,-217.551973,1,0.0369
2.3700,14.125529,108.079651,-35.012280,-175.327263,1,0.0370
2.3800,14.125529,107.721140,-36.605065,-159.954429,1,0.0372
2.3900,14.125529,107.347549,-38.211369,-177.345077,1,0.0373
2.4000,14.125529,106.956913,-40.151966,-219.504358,1,0.0375
2.4100,14.125529,106.544510,-42.601456,-268.463227,1,0.0376
2.4200,14.125529,106.104883,-45.521231,-304.000024,1,0.0378
2.4300,14.125529,105.634086,-48.681456,-311.889890,1,0.0380
2.4400,14.125529,105.131254,-51.759029,-289.378880,1,0.0381
2.4500,14.125529,104.598905,-54.469034,-245.853191,1,0.0383
2.4600,14.125529,104.041874,-56.676093,-198.684645,1,0.0384
2.4700,14.125529,103.465383,-58.442727,-166.139264,1,0.0386
2.4800,14.125529,102.873019,-59.998878,-160.283371,1,0.0387
2.4900,14.125529,102.265406,-61.648394,-182.645986,1,0.0389
2.5000,14.125529,101.640051,-63.651798,-224.144411,1,0.0391
2.5100,14.125529,100.992370,-66.131282,-269.020632,1,0.0392
2.5200,14.125529,100.317426,-69.032210,-301.003166,1,0.0394
2.5300,14.125529,99.611725,-72.151346,-309.192856,1,0.0395
2.5400,14.125529,98.874399,-75.216067,-291.490549,1,0.0397
2.5500,14.125529,98.107404,-77.981157,-254.524902,1,0.0398
2.5600,14.125529,97.314776,-80.306565,-210.473397,1,0.0400
2.5700,14.125529,96.501273,-82.190625,-172.301595,1,0.0401
2.5800,14.125529,95.670963,-83.752597,-149.356782,1,0.0403
2.5900,14.125529,94.826221,-85.177760,-144.860308,1,0.0405
2.6000,14.125529,93.967408,-86.649804,-155.902148,1,0.0406
2.6100,14.125529,93.093225,-88.295803,-175.502158,1,0.0408
2.6200,14.125529,92.201492,-90.159847,-195.600795,1,0.0409
2.6300,14.125529,91.290028,-92.207819,-209.714623,1,0.0411
2.6400,14.125529,90.357335,-94.354139,-214.398276,1,0.0412
2.6500,14.125529,89.402945,-96.495785,-209.327852,1,0.0414
2.6600,14.125529,88.427420,-98.540696,-196.416841,1,0.0416
2.6700,14.125529,87.432131,-100.424121,-178.639975,1,0.0417
2.6800,14.125529,86.418937,-102.113496,-159.117422,1,0.0419
2.6900,14.125529,85.389861,-103.606470,-140.646892,1,0.0420
2.7000,14.125529,84.346808,-104.926434,-125.514455,1,0.0422
2.7100,14.125529,83.291332,-106.116759,-115.278041,1,0.0423
2.7200,14.125529,82.224473,-107.231994,-110.361947,1,0.0425
2.7300,14.125529,81.146693,-108.323998,-109.609072,1,0.0426
2.7400,14.125529,80.057993,-109.424176,-110.186052,1,0.0428
2.7500,14.125529,78.958209,-110.527719,-108.225074,1,0.0430
2.7600,14.125529,77.847438,-111.588677,-100.261385,1,0.0431
2.7700,14.125529,76.726436,-112.532947,-85.026885,1,0.0433
2.7800,14.125529,75.596779,-113.289215,-64.761602,1,0.0434
2.7900,14.125529,74.460651,-113.828179,-45.176106,1,0.0436
2.8000,14.125529,73.320216,-114.192737,-33.650734,1,0.0437
2.8100,14.125529,72.176796,-114.501193,-36.059247,1,0.0439
2.8200,14.125529,71.030192,-114.913922,-53.408345,1,0.0441
2.8300,14.125529,69.878518,-115.569360,-79.875959,1,0.0442
2.8400,14.125529,68.718805,-116.511441,-103.528989,1,0.0444
2.8500,14.125529,67.548289,-117.639940,-110.018380,1,0.0445
2.8600,14.125529,66.366006,-118.711809,-88.232130,1,0.0447
2.8700,14.125529,65.174053,-119.404583,-35.796044,1,0.0448
2.8800,14.125529,63.977914,-119.427730,38.011122,1,0.0450
2.8900,14.125529,62.785498,-118.644360,113.650956,1,0.0451
2.9000,14.125529,61.605027,-117.154711,167.171955,1,0.0453
2.9100,14.125529,60.442404,-115.300921,178.785256,1,0.0455
2.9200,14.125529,59.299009,-113.579005,141.061848,1,0.0456
2.9300,14.125529,58.170824,-112.479684,63.399533,1,0.0458
2.9400,14.125529,57.049415,-112.311015,-29.464177,1,0.0459
2.9500,14.125529,55.924604,-113.068968,-104.949185,1,0.0461
2.9600,14.125529,54.788036,-114.409999,-133.793943,1,0.0462
2.9700,14.125529,53.636404,-115.744847,-100.874092,1,0.0464
2.9800,14.125529,52.473139,-116.427480,-11.498066,1,0.0466
2.9900,14.125529,51.307854,-115.974808,109.507213,1,0.0467
3.0000,14.125529,50.153643,-114.237336,225.943923,1,0.0469
3.0100,14.125529,49.023108,-111.455929,302.827340,1,0.0470
3.0200,14.125529,47.924524,-108.180789,318.768353,1,0.0472
3.0300,14.125529,46.859492,-105.080562,273.447448,1,0.0473
3.0400,14.125529,45.822913,-102.711840,187.277283,1,0.0475
3.0500,14.125529,44.805255,-101.335017,93.364514,1,0.0476
3.0600,14.125529,43.796212,-100.844550,24.916950,1,0.0478
3.0700,14.125529,42.788364,-100.836678,3.061822,1,0.0480
3.0800,14.125529,41.779479,-100.783314,29.870380,1,0.0481
3.0900,14.125529,40.772698,-100.239270,89.251484,1,0.0483
3.1000,14.125529,39.774693,-98.998284,155.128419,1,0.0484
3.1100,14.125529,38.792732,-97.136702,203.284260,1,0.0486
3.1200,14.125529,37.831959,-94.932599,221.729848,1,0.0487
3.1300,14.125529,36.894080,-92.702105,215.093865,1,0.0489
3.1400,14.125529,35.977917,-90.630721,201.129745,1,0.0491
3.1500,14.125529,35.081466,-88.679510,200.912705,1,0.0492
3.1600,14.125529,34.204327,-86.612467,227.181636,1,0.0494
3.1700,14.125529,33.349216,-84.135877,276.288633,1,0.0495
3.1800,14.125529,32.521610,-81.086695,327.836128,1,0.0497
3.1900,14.125529,31.727482,-77.579155,352.802736,1,0.0498
3.2000,14.125529,30.970026,-74.030640,327.123185,1,0.0500
3.2100,14.125529,30.246870,-71.036691,244.943266,1,0.0501
3.2200,14.125529,29.549293,-69.131775,125.383865,1,0.0503
3.2300,14.125529,28.864234,-68.529014,8.942423,1,0.0505
3.2400,14.125529,28.178712,-68.952926,-56.170439,1,0.0506
3.2500,14.125529,27.485176,-69.652422,-33.071245,1,0.0508
3.2600,14.125529,26.785664,-69.614351,86.828057,1,0.0509
3.2700,14.125529,26.092888,-67.915861,276.226401,1,0.0511
3.2800,14.125529,25.427347,-64.089823,477.820983,1,0.0512
3.2900,14.125529,24.811092,-58.359442,622.650501,1,0.0514
3.3000,14.125529,24.260158,-51.636813,654.776878,1,0.0516
3.3100,14.125529,23.778356,-45.263904,553.204473,1,0.0517
3.3200,14.125529,23.354880,-40.572724,342.383809,1,0.0519
3.3300,14.125529,22.966901,-38.416228,86.533459,1,0.0520
3.3400,14.125529,22.586555,-38.842054,-131.029247,1,0.0522
3.3500,14.125529,22.190060,-41.036813,-236.579468,1,0.0523
3.3600,14.125529,21.765819,-43.573644,-192.393006,1,0.0525
3.3700,14.125529,21.318587,-44.884673,-11.054365,1,0.0526
3.3800,14.125529,20.868126,-43.794731,247.913653,1,0.0528
3.3900,14.125529,20.442693,-39.926400,498.223505,1,0.0530
3.4000,14.125529,20.069598,-33.830261,656.682273,1,0.0531
3.4100,14.125529,19.766087,-26.792754,671.973525,1,0.0533
3.4200,14.125529,19.533742,-20.390790,541.960499,1,0.0534
3.4300,14.125529,19.358272,-15.953544,313.360983,1,0.0536
3.4400,14.125529,19.214672,-14.123571,64.173000,1,0.0537
3.4500,14.125529,19.075800,-14.670084,-124.445829,1,0.0539
3.4600,14.125529,18.921270,-16.612487,-196.413228,1,0.0541
3.4700,14.125529,18.743551,-18.598349,-138.876377,1,0.0542
3.4800,14.125529,18.549303,-19.390015,15.873682,1,0.0544
3.4900,14.125529,18.355750,-18.280875,204.670654,1,0.0545
3.5000,14.125529,18.183685,-15.296602,357.892899,1,0.0547
3.5100,14.125529,18.049818,-11.123017,424.532347,1,0.0548
3.5200,14.125529,17.961225,-6.805955,388.675286,1,0.0550
3.5300,14.125529,17.913699,-3.349512,271.905340,1,0.0551
3.5400,14.125529,17.894235,-1.367848,121.774732,1,0.0553
3.5500,14.125529,17.886342,-0.914017,-8.251124,1,0.0555
3.5600,14.125529,17.875954,-1.532871,-79.108822,1,0.0556
3.5700,14.125529,17.855685,-2.496193,-78.966661,1,0.0558
3.5800,14.125529,17.826031,-3.112204,-24.330825,1,0.0559
3.5900,14.125529,17.793441,-2.982810,49.881599,1,0.0561
3.6000,14.125529,17.766374,-2.114572,106.301467,1,0.0562
3.6100,14.125529,17.751149,-0.856781,120.501569,1,0.0564
3.6200,14.125529,17.749239,0.295460,91.366839,1,0.0566
3.6300,14.125529,17.757058,0.970556,38.073421,1,0.0567
3.6400,14.125529,17.768650,1.056928,-15.015027,1,0.0569
3.6500,14.125529,17.778197,0.670256,-48.519615,1,0.0570
3.6600,14.125529,17.782055,0.086536,-52.925234,1,0.0572
3.6700,14.125529,17.779928,-0.388249,-32.725050,1,0.0573
3.6800,14.125529,17.774290,-0.567965,-3.499898,1,0.0575
3.6900,14.125529,17.768568,-0.458247,17.243812,1,0.0576
3.7000,14.125529,17.765125,-0.223089,19.353218,1,0.0578
3.7100,14.125529,17.764107,-0.071183,4.891933,1,0.0580
3.7200,14.125529,17.763701,-0.125250,-13.649785,1,0.0581
3.7300,14.125529,17.761602,-0.344178,-20.740971,1,0.0583
3.7400,14.125529,17.756818,-0.540070,-6.987311,1,0.0584
3.7500,14.125529,17.750800,-0.483924,24.628353,1,0.0586
3.7600,14.125529,17.747139,-0.047503,58.828137,1,0.0587
3.7700,14.125529,17.749850,0.692638,74.819504,1,0.0589
3.7800,14.125529,17.760992,1.448887,56.847944,1,0.0591
3.7900,14.125529,17.778828,1.829597,3.543603,1,0.0592
3.8000,14.125529,17.797584,1.519759,-68.709290,1,0.0594
3.8100,14.125529,17.809223,0.455411,-130.412380,1,0.0595
3.8200,14.125529,17.806692,-1.088488,-149.768428,2,0.0597
3.8300,14.125529,17.787453,-2.539957,-108.080933,2,0.0598
3.8400,14.125529,17.755893,-3.250107,-11.723824,2,0.0600
3.8500,14.125529,17.722451,-2.774434,109.219601,2,0.0601
3.8600,14.125529,17.700405,-1.065715,211.718790,2,0.0603
3.8700,14.125529,17.701137,1.459942,255.209625,2,0.0604
3.8800,14.125529,17.729603,4.038478,218.439852,2,0.0605
3.8900,14.125529,17.781906,5.828739,110.050085,2,0.0607
3.9000,14.125529,17.846178,6.239479,-32.325632,2,0.0608
3.9100,14.125529,17.906696,5.182227,-154.899660,2,0.0610
3.9200,14.125529,17.949823,3.141486,-208.016007,2,0.0611
3.9300,14.125529,17.969526,1.021906,-166.039405,2,0.0613
3.9400,14.125529,17.970261,-0.179302,-38.745885,2,0.0614
3.9500,14.125529,17.965940,0.246989,130.815802,2,0.0616
3.9600,14.125529,17.975201,2.437014,281.750099,2,0.0617
3.9700,14.125529,18.014680,5.881991,358.398650,2,0.0619
3.9800,14.125529,18.092840,9.604987,332.155537,2,0.0620
3.9900,14.125529,18.206780,12.525101,213.295235,2,0.0621
4.0000,14.125529,18.343342,13.870892,47.831126,2,0.0623
4.0100,14.125529,18.484198,13.481724,-99.730998,2,0.0624
4.0200,14.125529,18.612977,11.876272,-171.234788,2,0.0626
4.0300,14.125529,18.721723,10.057028,-137.639214,2,0.0627
4.0400,14.125529,18.814117,9.123487,-10.681859,2,0.0629
4.0500,14.125529,18.904193,9.843391,161.326284,2,0.0630
4.0600,14.125529,19.010985,12.350013,312.115138,2,0.0632
4.0700,14.125529,19.151193,16.085694,383.294315,2,0.0633
4.0800,14.125529,19.332699,20.015899,347.300226,2,0.0634
4.0900,14.125529,19.551511,23.031698,218.394506,2,0.0636
4.1000,14.125529,19.793333,24.383790,47.315453,2,0.0637
4.1100,14.125529,20.039187,23.978007,-98.389598,2,0.0639
4.1200,14.125529,20.272893,22.415998,-160.675760,2,0.0640
4.1300,14.125529,20.487507,20.764492,-113.655060,2,0.0642
4.1400,14.125529,20.688183,20.142896,26.268826,2,0.0643
4.1500,14.125529,20.890365,21.289869,206.720802,2,0.0645
4.1600,14.125529,21.113980,24.277312,359.606798,2,0.0646
4.1700,14.125529,21.375911,28.482005,427.344427,2,0.0647
4.1800,14.125529,21.683621,32.824201,384.847678,2,0.0649
4.1900,14.125529,22.032395,36.178958,248.798427,2,0.0650
4.2000,14.125529,22.407200,37.800170,70.786373,2,0.0652
4.2100,14.125529,22.788398,37.594686,-82.786868,2,0.0653
