time,r_shoulder_elev,r_elbow_flex,elbow_vel,elbow_acc,rep_index,fatigue_level
0.3500,20.000000,28.680643,64.301867,241.676072,1,0.0060
0.3600,20.000000,29.335683,66.654993,232.368698,1,0.0061
0.3700,20.000000,30.013743,68.949241,230.803079,1,0.0063
0.3800,20.000000,30.714668,71.271054,236.894919,1,0.0065
0.3900,20.000000,31.439164,73.687139,247.202640,1,0.0067
0.4000,20.000000,32.188410,76.215107,256.422085,1,0.0068
0.4100,20.000000,32.963466,78.815581,259.686428,1,0.0070
0.4200,20.000000,33.764722,81.408836,254.614353,1,0.0072
0.4300,20.000000,34.591643,83.907868,242.189101,1,0.0073
0.4400,20.000000,35.442879,86.252618,226.128807,1,0.0075
0.4500,20.000000,36.316695,88.430444,211.130161,1,0.0077
0.4600,20.000000,37.211488,90.475221,200.870256,1,0.0078
0.4700,20.000000,38.126199,92.447849,196.692958,1,0.0080
0.4800,20.000000,39.060445,94.409080,197.488205,1,0.0082
0.4900,20.000000,40.014381,96.397613,200.635515,1,0.0084
0.5000,20.000000,40.988398,98.421791,203.372460,1,0.0085
0.5100,20.000000,41.982817,100.465062,203.827827,1,0.0087
0.5200,20.000000,42.997699,102.498347,201.266374,1,0.0089
0.5300,20.000000,44.032784,104.490390,195.625711,1,0.0090
0.5400,20.000000,45.087507,106.410861,186.861243,1,0.0092
0.5500,20.000000,46.161001,108.227615,174.691908,1,0.0094
0.5600,20.000000,47.252059,109.904699,159.013759,1,0.0096
0.5700,20.000000,48.359095,111.407890,140.722406,1,0.0097
0.5800,20.000000,49.480217,112.719148,122.293898,1,0.0099
0.5900,20.000000,50.613478,113.853768,107.488486,1,0.0101
0.6000,20.000000,51.757292,114.868917,100.002705,1,0.0102
0.6100,20.000000,52.910856,115.853822,101.567446,1,0.0104
0.6200,20.000000,54.074368,116.900266,110.480864,1,0.0106
0.6300,20.000000,55.248862,118.063439,121.543434,1,0.0107
0.6400,20.000000,56.435637,119.331135,127.760288,1,0.0109
0.6500,20.000000,57.635484,120.618645,123.257086,1,0.0111
0.6600,20.000000,58.848010,121.796277,106.100100,1,0.0113
0.6700,20.000000,60.071410,122.740647,79.565636,1,0.0114
0.6800,20.000000,61.302823,123.387589,51.026373,1,0.0116
0.6900,20.000000,62.539162,123.761174,28.764374,1,0.0118
0.7000,20.000000,63.778047,123.962877,18.123823,1,0.0119
0.7100,20.000000,65.018419,124.123651,18.887234,1,0.0121
0.7200,20.000000,66.260520,124.340621,25.286995,1,0.0123
0.7300,20.000000,67.505232,124.629391,28.815123,1,0.0125
0.7400,20.000000,68.753107,124.916924,22.560856,1,0.0126
0.7500,20.000000,70.003570,125.080608,4.926598,1,0.0128
0.7600,20.000000,71.254720,125.015456,-19.248984,1,0.0130
0.7700,20.000000,72.503879,124.695628,-40.912159,1,0.0131
0.7800,20.000000,73.748632,124.197213,-51.414686,1,0.0133
0.7900,20.000000,74.987823,123.667334,-47.270097,1,0.0135
0.8000,20.000000,76.221979,123.251811,-32.556168,1,0.0136
0.8100,20.000000,77.452860,123.016211,-17.531905,1,0.0138
0.8200,20.000000,78.682303,122.901173,-13.911670,1,0.0140
0.8300,20.000000,79.910883,122.737978,-29.006285,1,0.0142
0.8400,20.000000,81.137063,122.321047,-61.675084,1,0.0143
0.8500,20.000000,82.357304,121.504476,-102.287683,1,0.0145
0.8600,20.000000,83.567152,120.275293,-136.965347,1,0.0147
0.8700,20.000000,84.762810,118.765169,-154.186820,1,0.0148
0.8800,20.000000,85.942455,117.191557,-150.518108,1,0.0150
0.8900,20.000000,87.106641,115.754807,-132.495790,1,0.0152
0.9000,20.000000,88.257552,114.541641,-113.512022,1,0.0154
0.9100,20.000000,89.397474,113.484566,-107.065880,1,0.0155
0.9200,20.000000,90.527243,112.400324,-119.699997,1,0.0157
0.9300,20.000000,91.645480,111.090567,-147.290953,1,0.0159
0.9400,20.000000,92.749054,109.454504,-176.831753,1,0.0160
0.9500,20.000000,93.834570,107.553931,-193.112590,1,0.0162
0.9600,20.000000,94.900133,105.592253,-187.108182,1,0.0164
0.9700,20.000000,95.946415,103.811768,-161.762782,1,0.0165
0.9800,20.000000,96.976368,102.356997,-131.895886,1,0.0167
0.9900,20.000000,97.993555,101.173850,-117.742822,1,0.0169
1.0000,20.000000,98.999845,100.002141,-134.885535,1,0.0171
1.0100,20.000000,99.993598,98.476139,-185.403225,1,0.0172
1.0200,20.000000,100.969368,96.294076,-254.855877,1,0.0174
1.0300,20.000000,101.919480,93.379022,-317.167164,1,0.0176
1.0400,20.000000,102.836949,89.950733,-345.720024,1,0.0177
1.0500,20.000000,103.718494,86.464621,-325.804273,1,0.0179
1.0600,20.000000,104.566241,83.434647,-262.555505,1,0.0181
1.0700,20.000000,105.387187,81.213511,-180.305361,1,0.0183
1.0800,20.000000,106.190511,79.828540,-113.102150,1,0.0184
1.0900,20.000000,106.983758,78.951468,-90.303400,1,0.0186
1.1000,20.000000,107.769541,78.022472,-123.617095,1,0.0188
1.1100,20.000000,108.544208,76.479126,-201.536349,1,0.0189
1.1200,20.000000,109.299123,73.991745,-293.886177,1,0.0191
1.1300,20.000000,110.024042,70.601403,-364.628778,1,0.0193
1.1400,20.000000,110.711151,66.699170,-387.275542,1,0.0194
1.1500,20.000000,111.358026,62.855892,-356.020830,1,0.0196
1.1600,20.000000,111.968269,59.578753,-287.647652,1,0.0198
1.1700,20.000000,112.549601,57.102939,-213.472841,1,0.0200
1.1800,20.000000,113.110328,55.309296,-165.134808,1,0.0201
1.1900,20.000000,113.655787,53.800243,-160.766015,1,0.0203
1.2000,20.000000,114.186333,52.093976,-197.773905,1,0.0205
1.2100,20.000000,114.697666,49.844765,-255.265675,1,0.0206
1.2200,20.000000,115.183228,46.988662,-304.630750,1,0.0208
1.2300,20.000000,115.637440,43.752150,-323.082604,1,0.0210
1.2400,20.000000,116.058271,40.527010,-303.780860,1,0.0212
1.2500,20.000000,116.447980,37.676532,-257.994297,1,0.0213
1.2600,20.000000,116.811802,35.367124,-208.672074,1,0.0215
1.2700,20.000000,117.155322,33.503091,-178.853493,1,0.0217
1.2800,20.000000,117.481863,31.790054,-180.634921,1,0.0218
1.2900,20.000000,117.791123,29.890393,-209.899659,1,0.0220
1.3000,20.000000,118.079671,27.592061,-249.048666,1,0.0222
1.3100,20.000000,118.342965,24.909419,-276.058228,1,0.0223
1.3200,20.000000,118.577860,22.070897,-275.245686,1,0.0225
1.3300,20.000000,118.784383,19.404506,-244.520473,1,0.0227
1.3400,20.000000,118.965950,17.180487,-195.825785,1,0.0229
1.3500,20.000000,119.127992,15.487990,-148.895173,1,0.0230
1.3600,20.000000,119.275709,14.202584,-121.638742,1,0.0232
1.3700,20.000000,119.412044,13.055215,-121.904350,1,0.0234
1.3800,20.000000,119.536814,11.764497,-144.427136,1,0.0235
1.3900,20.000000,119.647334,10.166672,-174.066208,1,0.0237
1.4000,20.000000,119.740147,8.283173,-193.353194,1,0.0239
1.4100,20.000000,119.812997,6.299608,-190.465774,1,0.0241
1.4200,20.000000,119.866139,4.473857,-163.852191,1,0.0242
1.4300,20.000000,119.902475,3.022565,-121.675996,1,0.0244
1.4400,20.000000,119.926591,2.040337,-76.928629,1,0.0246
1.4500,20.000000,119.943281,1.483992,-41.075866,1,0.0247
1.4600,20.000000,119.956271,1.218820,-19.494724,1,0.0249
1.4700,20.000000,119.967658,1.094098,-10.651610,1,0.0251
1.4800,20.000000,119.978152,1.005788,-8.787511,1,0.0252
1.4900,20.000000,119.987773,0.918347,-8.787406,1,0.0254
1.5000,20.000000,119.996519,0.830040,-11.449307,1,0.0256
1.5100,20.000000,120.004374,0.689361,-20.057587,1,0.0258
1.5200,20.000000,120.010307,0.428888,-32.756026,1,0.0259
1.5300,20.000000,120.012952,0.034241,-44.667930,1,0.0261
1.5400,20.000000,120.010991,-0.464471,-50.432349,1,0.0263
1.5500,20.000000,120.003663,-0.974406,-43.774205,1,0.0264
1.5600,20.000000,119.991503,-1.339955,-20.797892,1,0.0266
1.5700,20.000000,119.976863,-1.390364,15.959449,1,0.0268
1.5800,20.000000,119.963696,-1.020766,56.152876,1,0.0270
1.5900,20.000000,119.956448,-0.267307,84.461602,1,0.0271
1.6000,20.000000,119.958350,0.668466,86.931470,1,0.0273
1.6100,20.000000,119.969817,1.471323,58.025301,1,0.0275
1.6200,20.000000,119.987776,1.828972,4.775578,1,0.0276
1.6300,20.000000,120.006397,1.566834,-54.511499,1,0.0278
1.6400,20.000000,120.019113,0.738742,-97.046749,1,0.0280
1.6500,20.000000,120.021172,-0.374101,-105.136640,1,0.0281
1.6600,20.000000,120.011631,-1.363991,-74.243620,1,0.0283
1.6700,20.000000,119.993892,-1.858973,-15.657384,1,0.0285
1.6800,20.000000,119.974452,-1.677138,47.738479,1,0.0287
1.6900,20.000000,119.960349,-0.904203,90.198622,1,0.0288
1.7000,20.000000,119.956368,0.126834,91.514659,1,0.0290
1.7100,20.000000,119.962886,0.926090,47.681230,1,0.0292
1.7200,20.000000,119.974889,1.080459,-23.878150,1,0.0293
1.7300,20.000000,119.984495,0.448527,-96.122272,1,0.0295
1.7400,20.000000,119.983860,-0.841987,-146.106446,1,0.0297
1.7500,20.000000,119.967655,-2.473602,-161.771689,1,0.0299
1.7600,20.000000,119.934388,-4.077420,-145.371131,1,0.0300
1.7700,20.000000,119.886107,-5.381025,-111.250770,1,0.0302
1.7800,20.000000,119.826767,-6.302436,-78.764903,1,0.0304
1.7900,20.000000,119.760058,-6.956323,-63.934517,1,0.0305
1.8000,20.000000,119.687641,-7.581126,-73.667835,1,0.0307
1.8100,20.000000,119.608436,-8.429680,-104.735243,1,0.0309
1.8200,20.000000,119.519047,-9.675831,-147.173927,1,0.0311
1.8300,20.000000,119.414919,-11.373158,-189.727675,1,0.0312
1.8400,20.000000,119.291584,-13.470385,-224.320706,1,0.0314
1.8500,20.000000,119.145511,-15.859572,-247.600402,1,0.0316
1.8600,20.000000,118.974393,-18.422393,-259.550963,1,0.0317
1.8700,20.000000,118.777063,-21.050591,-260.901106,1,0.0319
1.8800,20.000000,118.553381,-23.640415,-251.548188,1,0.0321
1.8900,20.000000,118.304255,-26.081555,-231.265379,1,0.0322
1.9000,20.000000,118.031750,-28.265722,-202.176868,1,0.0324
1.9100,20.000000,117.738941,-30.125093,-171.003154,1,0.0326
1.9200,20.000000,117.429248,-31.685785,-148.861554,1,0.0328
1.9300,20.000000,117.105225,-33.102324,-147.691736,1,0.0329
1.9400,20.000000,116.767201,-34.639620,-174.495159,1,0.0331
1.9500,20.000000,116.412433,-36.592227,-226.302583,1,0.0333
1.9600,20.000000,116.035357,-39.165672,-289.008588,1,0.0334
1.9700,20.000000,115.629119,-42.372399,-341.604023,1,0.0336
1.9800,20.000000,115.187909,-45.997752,-364.593589,1,0.0338
1.9900,20.000000,114.709164,-49.664270,-348.924012,1,0.0340
2.0000,20.000000,114.194623,-52.976232,-300.972580,1,0.0341
2.0100,20.000000,113.649639,-55.683722,-240.665260,1,0.0343
2.0200,20.000000,113.080949,-57.789538,-193.021654,1,0.0345
2.0300,20.000000,112.493849,-59.544155,-176.800417,1,0.0346
2.0400,20.000000,111.890066,-61.325546,-195.674806,1,0.0348
2.0500,20.000000,111.267338,-63.457651,-236.456756,1,0.0350
2.0600,20.000000,110.620913,-66.054681,-275.590860,1,0.0351
2.0700,20.000000,109.946244,-68.969468,-291.007893,1,0.0353
2.0800,20.000000,109.241524,-71.874839,-273.547334,1,0.0355
2.0900,20.000000,108.508747,-74.440415,-232.092153,1,0.0357
2.1000,20.000000,107.752715,-76.516682,-189.499634,1,0.0358
2.1100,20.000000,106.978414,-78.230408,-171.004784,1,0.0360
2.1200,20.000000,106.188107,-79.936778,-190.736347,1,0.0362
2.1300,20.000000,105.379678,-82.045135,-243.244327,1,0.0363
2.1400,20.000000,104.547204,-84.801664,-304.707678,1,0.0365
2.1500,20.000000,103.683645,-88.139288,-343.746790,1,0.0367
2.1600,20.000000,102.784419,-91.676600,-336.824756,1,0.0369
2.1700,20.000000,101.850113,-94.875783,-280.613030,1,0.0370
2.1800,20.000000,100.886903,-97.288861,-194.869829,1,0.0372
2.1900,20.000000,99.904336,-98.773180,-113.908302,1,0.0374
2.2000,20.000000,98.911439,-99.567027,-70.450651,1,0.0375
2.2100,20.000000,97.912995,-100.182193,-79.701684,1,0.0377
2.2200,20.000000,96.907796,-101.161060,-131.692157,1,0.0379
2.2300,20.000000,95.889774,-102.816036,-196.060514,1,0.0380
2.2400,20.000000,94.851475,-105.082271,-237.266255,1,0.0382
2.2500,20.000000,93.788129,-107.561361,-232.814499,1,0.0384
2.2600,20.000000,92.700248,-109.738561,-185.219341,1,0.0386
2.2700,20.000000,91.593357,-111.265748,-121.248849,1,0.0387
2.2800,20.000000,90.474933,-112.163538,-78.252073,1,0.0389
2.2900,20.000000,89.350087,-112.830789,-84.034604,1,0.0391
2.3000,20.000000,88.218317,-113.844230,-140.443463,1,0.0392
2.3100,20.000000,87.073202,-115.639659,-219.515228,1,0.0394
2.3200,20.000000,85.905524,-118.234534,-275.141153,1,0.0396
2.3300,20.000000,84.708511,-121.142482,-265.456432,1,0.0398
2.3400,20.000000,83.482674,-123.543663,-175.375058,1,0.0399
2.3500,20.000000,82.237638,-124.649983,-27.873196,1,0.0401
2.3600,20.000000,80.989674,-124.101127,122.557478,1,0.0403
2.3700,20.000000,79.755616,-122.198833,212.506801,1,0.0404
2.3800,20.000000,78.545698,-119.850991,198.555326,1,0.0406
2.3900,20.000000,77.358596,-118.227727,79.110175,1,0.0408
2.4000,20.000000,76.181143,-118.268787,-101.589645,1,0.0409
2.4100,20.000000,74.993220,-120.259520,-270.160716,1,0.0411
2.4200,20.000000,73.775953,-123.672002,-354.743718,1,0.0413
2.4300,20.000000,72.519780,-127.354394,-316.192663,1,0.0415
2.4400,20.000000,71.228865,-129.995855,-165.677727,1,0.0416
2.4500,20.000000,69.919863,-130.667949,39.502745,1,0.0418
2.4600,20.000000,68.615506,-129.205800,220.300283,1,0.0420
2.4700,20.000000,67.335747,-126.261943,309.703855,1,0.0421
2.4800,20.000000,66.090267,-123.011723,280.880981,1,0.0423
2.4900,20.000000,64.875512,-120.644323,157.246130,1,0.0425
2.5000,20.000000,63.677381,-119.866800,0.333090,1,0.0427
2.5100,20.000000,62.478176,-120.637662,-118.557868,1,0.0428
2.5200,20.000000,61.264627,-122.237958,-149.773507,1,0.0430
2.5300,20.000000,60.033417,-123.633132,-85.607847,1,0.0432
2.5400,20.000000,58.791965,-123.950115,39.165081,1,0.0433
2.5500,20.000000,57.554415,-122.849830,165.845862,1,0.0435
2.5600,20.000000,56.334968,-120.633197,240.063012,1,0.0437
2.5700,20.000000,55.141751,-118.048570,236.289194,1,0.0438
2.5800,20.000000,53.973997,-115.907413,167.532697,1,0.0440
2.5900,20.000000,52.823603,-114.697916,76.531899,1,0.0442
2.6000,20.000000,51.680038,-114.376776,13.589448,1,0.0444
2.6100,20.000000,50.536067,-114.426127,12.182988,1,0.0445
2.6200,20.000000,49.391516,-114.133116,73.965240,1,0.0447
2.6300,20.000000,48.253405,-112.946822,169.732883,1,0.0449
2.6400,20.000000,47.132579,-110.738458,255.038281,1,0.0450
2.6500,20.000000,46.038636,-107.846057,292.236469,1,0.0452
2.6600,20.000000,44.975658,-104.893729,268.136240,1,0.0454
2.6700,20.000000,43.940761,-102.483332,199.103139,1,0.0456
2.6800,20.000000,42.925992,-100.911666,121.890337,1,0.0457
2.6900,20.000000,41.922528,-100.045525,75.367917,1,0.0459
2.7000,20.000000,40.925081,-99.404308,82.341695,1,0.0461
2.7100,20.000000,39.934442,-98.398691,140.026843,1,0.0462
2.7200,20.000000,38.957107,-96.603771,223.049469,1,0.0464
2.7300,20.000000,38.002366,-93.937702,296.616189,1,0.0466
2.7400,20.000000,37.078353,-90.671447,332.843949,1,0.0467
2.7500,20.000000,36.188937,-87.280823,322.333220,1,0.0469
2.7600,20.000000,35.332737,-84.224783,276.068330,1,0.0471
2.7700,20.000000,34.504442,-81.759456,217.860915,1,0.0473
2.7800,20.000000,33.697548,-79.867564,172.098389,1,0.0474
2.7900,20.000000,32.907090,-78.317488,153.290551,1,0.0476
2.8000,20.000000,32.131198,-76.801753,162.188675,1,0.0478
2.8100,20.000000,31.371055,-75.073715,189.268295,1,0.0479
2.8200,20.000000,30.629724,-73.016387,222.400676,1,0.0481
2.8300,20.000000,29.910728,-70.625701,253.705019,1,0.0483
2.8400,20.000000,29.217210,-67.942287,281.708770,1,0.0485
2.8500,20.000000,28.551882,-64.991526,308.212969,1,0.0486
2.8600,20.000000,27.917379,-61.778028,332.681126,1,0.0488
2.8700,20.000000,27.316321,-58.337903,348.540954,1,0.0490
2.8800,20.000000,26.750621,-54.807208,344.599526,1,0.0491
2.8900,20.000000,26.220177,-51.445913,311.507546,1,0.0493
2.9000,20.000000,25.721703,-48.577058,249.761906,1,0.0495
2.9100,20.000000,25.248636,-46.450675,174.161227,1,0.0496
2.9200,20.000000,24.792689,-45.093833,110.987053,1,0.0498
2.9300,20.000000,24.346759,-44.230934,87.915270,1,0.0500
2.9400,20.000000,23.908071,-43.335528,120.838252,1,0.0502
2.9500,20.000000,23.480049,-41.814169,204.100789,1,0.0503
2.9600,20.000000,23.071787,-39.253512,309.693311,1,0.0505
2.9700,20.000000,22.694979,-35.620302,396.955763,1,0.0507
2.9800,20.000000,22.359381,-31.314397,429.200131,1,0.0508
2.9900,20.000000,22.068691,-27.036300,389.942001,1,0.0510
3.0000,20.000000,21.818655,-23.515557,291.115105,1,0.0512
3.0100,20.000000,21.598379,-21.213998,169.051529,1,0.0514
3.0200,20.000000,21.394375,-20.134526,69.602106,1,0.0515
3.0300,20.000000,21.195689,-19.821956,28.871219,1,0.0517
3.0400,20.000000,20.997936,-19.557102,58.161052,1,0.0519
3.0500,20.000000,20.804547,-18.658735,139.808353,1,0.0520
3.0600,20.000000,20.624761,-16.760935,235.563126,1,0.0522
3.0700,20.000000,20.469328,-13.947472,303.429882,1,0.0524
3.0800,20.000000,20.345812,-10.692337,315.203999,1,0.0525
3.0900,20.000000,20.255481,-7.643392,266.983420,1,0.0527
3.1000,20.000000,20.192944,-5.352669,178.560583,1,0.0529
3.1100,20.000000,20.148428,-4.072180,82.914484,1,0.0531
3.1200,20.000000,20.111501,-3.694379,11.400238,1,0.0532
3.1300,20.000000,20.074541,-3.844176,-18.366489,1,0.0534
3.1400,20.000000,20.034617,-4.061709,-6.970776,1,0.0536
3.1500,20.000000,19.993306,-3.983591,30.752426,1,0.0537
3.1600,20.000000,19.954945,-3.446660,74.748991,1,0.0539
3.1700,20.000000,19.924373,-2.488611,108.600921,1,0.0541
3.1800,20.000000,19.905173,-1.274642,123.977242,1,0.0543
3.1900,20.000000,19.898880,-0.009067,120.339841,1,0.0544
3.2000,20.000000,19.904992,1.132155,102.956408,1,0.0546
3.2100,20.000000,19.921523,2.050062,75.585883,1,0.0548
3.2200,20.000000,19.945993,2.643873,34.995414,1,0.0549
3.2300,20.000000,19.974401,2.749970,-20.508138,1,0.0551
3.2400,20.000000,20.000992,2.233710,-82.953160,1,0.0553
3.2500,20.000000,20.019075,1.090907,-135.570237,1,0.0554
3.2600,20.000000,20.022810,-0.477695,-157.810182,1,0.0556
3.2700,20.000000,20.009521,-2.065297,-134.310057,1,0.0558
3.2800,20.000000,19.981504,-3.163896,-64.318272,1,0.0560
3.2900,20.000000,19.946243,-3.351662,33.917061,1,0.0561
3.3000,20.000000,19.914471,-2.485555,127.467404,1,0.0563
3.3100,20.000000,19.896532,-0.802314,181.174611,1,0.0565
3.3200,20.000000,19.898425,1.137938,173.119281,1,0.0566
3.3300,20.000000,19.919291,2.660071,105.668344,1,0.0568
3.3400,20.000000,19.951626,3.251304,6.068677,1,0.0570
3.3500,20.000000,19.984317,2.781445,-84.698330,1,0.0572
3.3600,20.000000,20.007255,1.557338,-130.220538,1,0.0573
3.3700,20.000000,20.015464,0.177034,-115.555444,1,0.0575
3.3800,20.000000,20.010796,-0.753771,-54.298575,1,0.0577
3.3900,20.000000,20.000388,-0.908937,18.792512,1,0.0578
3.4000,20.000000,19.992617,-0.377921,67.387021,2,0.0580
3.4100,20.000000,19.992830,0.438803,70.444187,2,0.0582
3.4200,20.000000,20.001393,1.030963,30.278964,2,0.0583
3.4300,20.000000,20.013449,1.044382,-24.680656,2,0.0585
3.4400,20.000000,20.022281,0.537350,-52.630247,2,0.0586
3.4500,20.000000,20.024196,-0.008223,-22.708797,2,0.0588
3.4600,20.000000,20.022116,0.083174,66.915262,2,0.0590
3.4700,20.000000,20.025860,1.330083,185.748545,2,0.0591
3.4800,20.000000,20.048718,3.798145,284.243289,2,0.0593
3.4900,20.000000,20.101823,7.014948,317.686034,2,0.0594
3.5000,20.000000,20.189017,10.151865,269.040532,2,0.0596
3.5100,20.000000,20.304860,12.395759,159.076154,2,0.0598
3.5200,20.000000,20.436932,13.333389,38.066036,2,0.0599
3.5300,20.000000,20.571528,13.157080,-37.541375,2,0.0601
3.5400,20.000000,20.700074,12.582561,-32.312081,2,0.0603
3.5500,20.000000,20.823179,12.510838,50.677528,2,0.0604
3.5600,20.000000,20.950291,13.596112,171.178257,2,0.0606
3.5700,20.000000,21.095101,15.934403,271.838631,2,0.0607
3.5800,20.000000,21.268979,19.032884,307.360617,2,0.0609
3.5900,20.000000,21.475759,22.081616,268.092794,2,0.0611
3.6000,20.000000,21.710611,24.394740,185.693528,2,0.0612
3.6100,20.000000,21.963654,25.795486,117.196885,2,0.0614
3.6200,20.000000,22.226521,26.738678,114.775454,2,0.0615
3.6300,20.000000,22.498427,28.090995,196.236267,2,0.0617
3.6400,20.000000,22.788341,30.663403,331.726763,2,0.0619
3.6500,20.000000,23.111695,34.725530,454.701036,2,0.0620
3.6600,20.000000,23.482851,39.757424,493.279341,2,0.0622
3.6700,20.000000,23.906844,44.591117,407.509139,2,0.0623
3.6800,20.000000,24.374674,47.907607,214.094774,2,0.0625
3.6900,20.000000,24.864996,48.873013,-14.800300,2,0.0627
3.7000,20.000000,25.352134,47.611601,-180.121901,2,0.0628
3.7100,20.000000,25.817228,45.270575,-200.000438,2,0.0630
3.7200,20.000000,26.257545,43.611592,-49.258277,2,0.0631
3.7300,20.000000,26.689460,44.285409,224.635538,2,0.0633
3.7400,20.000000,27.143253,48.104303,517.918762,2,0.0635
3.7500,20.000000,27.651546,54.643784,713.165453,2,0.0636
3.7600,20.000000,28.236129,62.367612,729.715163,2,0.0638
3.7700,20.000000,28.898898,69.238088,559.280649,2,0.0639
3.7800,20.000000,29.620891,73.553225,270.402102,2,0.0641
3.7900,20.000000,30.369962,74.646130,-20.630759,2,0.0643
3.8000,20.000000,31.113813,73.140610,-199.571439,2,0.0644
3.8100,20.000000,31.832775,70.654701,-202.528239,2,0.0646
3.8200,20.000000,32.526908,69.090045,-41.398370,2,0.0647
3.8300,20.000000,33.214576,69.826734,204.395844,2,0.0649
3.8400,20.000000,33.923442,73.177962,425.304356,2,0.0651
3.8500,20.000000,34.678135,78.332821,530.590186,2,0.0652
3.8600,20.000000,35.490099,83.789765,486.532745,2,0.0654
3.8700,20.000000,36.353930,88.063476,327.247210,2,0.0655
3.8800,20.000000,37.251368,90.334710,134.565101,2,0.0657
3.8900,20.000000,38.160624,90.754778,-2.312414,2,0.0659
3.9000,20.000000,39.066464,90.288461,-27.898384,2,0.0660
3.9100,20.000000,39.966394,90.196810,56.646267,2,0.0662
3.9200,20.000000,40.870400,91.421387,198.268671,2,0.0663
3.9300,20.000000,41.794821,94.162183,320.642036,2,0.0665
3.9400,20.000000,42.753644,97.834227,361.876990,2,0.0667
3.9500,20.000000,43.751506,101.399723,303.086319,2,0.0668
3.9600,20.000000,44.781638,103.895954,174.859792,2,0.0670
3.9700,20.000000,45.829425,104.896919,39.848508,2,0.0671
3.9800,20.000000,46.879576,104.692924,-38.927376,2,0.0673
3.9900,20.000000,47.923283,104.118371,-28.193467,2,0.0675
4.0000,20.000000,48.961944,104.129055,61.251129,2,0.0676
4.0100,20.000000,50.005864,105.343394,181.877421,2,0.0678
4.0200,20.000000,51.068812,107.766603,273.671865,2,0.0679
4.0300,20.000000,52.161196,110.816831,292.774436,2,0.0681
4.0400,20.000000,53.285148,113.622092,230.723893,2,0.0683
4.0500,20.000000,54.433638,115.431309,115.928722,2,0.0684
4.0600,20.000000,55.593774,115.940666,-1.970412,2,0.0686
4.0700,20.000000,56.752452,115.391901,-76.114491,2,0.0688
4.0800,20.000000,57.901613,114.418376,-82.846455,2,0.0689
4.0900,20.000000,59.040819,113.734972,-29.379646,2,0.0691
4.1000,20.000000,60.176312,113.830783,53.434649,2,0.0692
4.1100,20.000000,61.317435,114.803665,127.987569,2,0.0694
4.1200,20.000000,62.472385,116.390535,167.116117,2,0.0696
4.1300,20.000000,63.645246,118.145987,163.323069,2,0.0697
4.1400,20.000000,64.835305,119.656996,126.839897,2,0.0699
4.1500,20.000000,66.038385,120.682785,75.572982,2,0.0700
4.1600,20.000000,67.248961,121.168456,23.884850,2,0.0702
4.1700,20.000000,68.461755,121.160482,-23.153429,2,0.0704
4.1800,20.000000,69.672170,120.705387,-67.458509,2,0.0705
4.1900,20.000000,70.875862,119.811312,-110.271005,2,0.0707
4.2000,20.000000,72.068397,118.499967,-145.205873,2,0.0708
4.2100,20.000000,73.245862,116.907194,-157.635097,2,0.0710
4.2200,20.000000,74.406540,115.347265,-131.999719,2,0.0712
