time,r_shoulder_elev,r_elbow_flex,elbow_vel,elbow_acc,rep_index,fatigue_level
1.4400,20.000000,119.899167,0.103114,-41.449857,1,0.0757
1.4500,20.000000,119.898554,0.202085,39.817132,1,0.0762
1.4600,20.000000,119.903208,0.899456,75.754666,1,0.0767
1.4700,20.000000,119.916543,1.717178,71.065706,1,0.0772
1.4800,20.000000,119.937552,2.320770,43.465355,1,0.0778
1.4900,20.000000,119.962958,2.586485,10.241344,1,0.0783
1.5000,20.000000,119.989282,2.525597,-23.180259,1,0.0788
1.5100,20.000000,120.013470,2.122880,-60.242110,1,0.0793
1.5200,20.000000,120.031739,1.320755,-100.871806,1,0.0799
1.5300,20.000000,120.039885,0.105444,-137.554379,1,0.0804
1.5400,20.000000,120.033848,-1.430332,-155.305842,1,0.0809
1.5500,20.000000,120.011279,-3.000673,-134.802163,1,0.0814
1.5600,20.000000,119.973835,-4.126376,-64.046870,1,0.0820
1.5700,20.000000,119.928751,-4.281610,49.146942,1,0.0825
1.5800,20.000000,119.888202,-3.143437,172.922139,1,0.0830
1.5900,20.000000,119.865883,-0.823168,260.098538,1,0.0835
1.6000,20.000000,119.871739,2.058534,267.704467,1,0.0841
1.6100,20.000000,119.907053,4.530922,178.688252,1,0.0846
1.6200,20.000000,119.962358,5.632299,14.706339,1,0.0851
1.6300,20.000000,120.019699,4.825048,-167.867539,1,0.0856
1.6400,20.000000,120.058858,2.274948,-298.854354,1,0.0862
1.6500,20.000000,120.065198,-1.152039,-323.767081,1,0.0867
1.6600,20.000000,120.035818,-4.200393,-228.632378,1,0.0872
1.6700,20.000000,119.981190,-5.724686,-48.216736,1,0.0877
1.6800,20.000000,119.921324,-5.164728,147.010101,1,0.0883
1.6900,20.000000,119.877896,-2.784484,279.290623,1,0.0888
1.7000,20.000000,119.865634,0.421084,293.896098,1,0.0893
1.7100,20.000000,119.886317,3.093438,184.135863,1,0.0898
1.7200,20.000000,119.927503,4.103802,-3.006095,1,0.0904
1.7300,20.000000,119.968393,3.033316,-192.140217,1,0.0909
1.7400,20.000000,119.988169,0.260997,-314.144683,1,0.0914
1.7500,20.000000,119.973613,-3.249578,-331.864272,1,0.0919
1.7600,20.000000,119.923178,-6.376288,-252.217758,1,0.0925
1.7700,20.000000,119.846088,-8.293933,-119.363763,1,0.0930
1.7800,20.000000,119.757299,-8.763563,7.116097,1,0.0935
1.7900,20.000000,119.670816,-8.151611,77.905091,1,0.0940
1.8000,20.000000,119.594267,-7.205462,71.749142,1,0.0946
1.8100,20.000000,119.526707,-6.716628,-1.386476,1,0.0951
1.8200,20.000000,119.459934,-7.233191,-110.801671,1,0.0956
1.8300,20.000000,119.382043,-8.932662,-221.813354,1,0.0961
1.8400,20.000000,119.281281,-11.669458,-309.532530,1,0.0967
1.8500,20.000000,119.148654,-15.123312,-363.615134,1,0.0972
1.8600,20.000000,118.978815,-18.941761,-383.992797,1,0.0977
1.8700,20.000000,118.769819,-22.803168,-372.889871,1,0.0982
1.8800,20.000000,118.522752,-26.399558,-329.970559,1,0.0988
1.8900,20.000000,118.241828,-29.402579,-254.516622,1,0.0993
1.9000,20.000000,117.934700,-31.489891,-153.049754,1,0.0998
1.9100,20.000000,117.612030,-32.463574,-46.245944,1,0.1003
1.9200,20.000000,117.285428,-32.414810,31.678875,1,0.1009
1.9300,20.000000,116.963734,-31.829997,43.976352,1,0.1014
1.9400,20.000000,116.648829,-31.535283,-30.894712,1,0.1019
1.9500,20.000000,116.333028,-32.447891,-183.770861,1,0.1024
1.9600,20.000000,115.999871,-35.210700,-371.194894,1,0.1030
1.9700,20.000000,115.628814,-39.871789,-528.449660,1,0.1035
1.9800,20.000000,115.202435,-45.779693,-595.479889,1,0.1040
1.9900,20.000000,114.713220,-51.781387,-544.386412,1,0.1046
2.0000,20.000000,114.166807,-56.667421,-394.788296,1,0.1051
2.0100,20.000000,113.579872,-59.677153,-208.027613,1,0.1056
2.0200,20.000000,112.973264,-60.827974,-61.132224,1,0.1061
2.0300,20.000000,112.363312,-60.899797,-11.849473,1,0.1067
2.0400,20.000000,111.755268,-61.064963,-71.471403,1,0.1072
2.0500,20.000000,111.142013,-62.329225,-199.365798,1,0.1077
2.0600,20.000000,110.508684,-65.052279,-322.974333,1,0.1082
2.0700,20.000000,109.840967,-68.788712,-374.315372,1,0.1088
2.0800,20.000000,109.132909,-72.538586,-325.159471,1,0.1093
2.0900,20.000000,108.390196,-75.291901,-202.841922,1,0.1098
2.1000,20.000000,107.627071,-76.595425,-77.731753,1,0.1103
2.1100,20.000000,106.858287,-76.846536,-27.520163,1,0.1109
2.1200,20.000000,106.090141,-77.145828,-95.696741,1,0.1114
2.1300,20.000000,105.315371,-78.760471,-265.458566,1,0.1119
2.1400,20.000000,104.514931,-82.454999,-463.429285,1,0.1124
2.1500,20.000000,103.666271,-88.029057,-592.956035,1,0.1130
2.1600,20.000000,102.754350,-94.314120,-581.537461,1,0.1135
2.1700,20.000000,101.779988,-99.659806,-418.903625,1,0.1140
2.1800,20.000000,100.761154,-102.692193,-165.880016,1,0.1145
2.1900,20.000000,99.726144,-102.977406,71.886132,1,0.1151
2.2000,20.000000,98.701606,-101.254470,193.646891,1,0.1156
2.2100,20.000000,97.701055,-99.104469,152.598947,1,0.1161
2.2200,20.000000,96.719516,-98.202491,-20.537812,1,0.1166
2.2300,20.000000,95.737005,-99.515225,-232.245607,1,0.1172
2.2400,20.000000,94.729212,-102.847403,-373.058158,1,0.1177
2.2500,20.000000,93.680057,-106.976388,-373.683019,1,0.1182
2.2600,20.000000,92.589684,-110.321064,-241.842599,1,0.1187
2.2700,20.000000,91.473636,-111.813240,-59.949141,1,0.1193
2.2800,20.000000,90.353419,-111.520046,57.001099,1,0.1198
2.2900,20.000000,89.243235,-110.673218,23.400839,1,0.1203
2.3000,20.000000,88.139955,-111.052030,-166.418084,1,0.1208
2.3100,20.000000,87.022194,-114.001580,-426.322919,1,0.1214
2.3200,20.000000,85.859923,-119.578488,-614.302589,1,0.1219
2.3300,20.000000,84.630625,-126.287631,-601.415187,1,0.1224
2.3400,20.000000,83.334171,-131.606792,-341.183815,1,0.1229
2.3500,20.000000,81.998489,-133.111308,95.656412,1,0.1235
2.3600,20.000000,80.671945,-129.693663,541.318714,1,0.1240
2.3700,20.000000,79.404616,-122.284933,800.551938,1,0.1245
2.3800,20.000000,78.226246,-113.682625,739.666114,1,0.1250
2.3900,20.000000,77.130963,-107.491611,353.775701,1,0.1256
2.4000,20.000000,76.076414,-106.607111,-220.866059,1,0.1261
2.4100,20.000000,74.998821,-111.908932,-758.256063,1,0.1266
2.4200,20.000000,73.838235,-121.772232,-1037.084634,1,0.1271
2.4300,20.000000,72.563376,-132.650625,-936.782435,1,0.1277
2.4400,20.000000,71.185223,-140.507881,-491.728178,1,0.1282
2.4500,20.000000,69.753219,-142.485189,121.648252,1,0.1287
2.4600,20.000000,68.335519,-138.074916,659.937717,1,0.1292
2.4700,20.000000,66.991720,-129.286434,916.800225,1,0.1298
2.4800,20.000000,65.749790,-119.738911,809.625180,1,0.1303
2.4900,20.000000,64.596942,-113.093931,410.536886,1,0.1308
2.5000,20.000000,63.487912,-111.528173,-90.952341,1,0.1313
2.5100,20.000000,62.366379,-114.912978,-475.254423,1,0.1319
2.5200,20.000000,61.189652,-121.033262,-589.443059,1,0.1324
2.5300,20.000000,59.945713,-126.701839,-409.768064,1,0.1329
2.5400,20.000000,58.655615,-129.228623,-43.295946,1,0.1334
2.5500,20.000000,57.361141,-127.567758,329.228834,1,0.1340
2.5600,20.000000,56.104260,-122.644046,540.389628,1,0.1345
2.5700,20.000000,54.908260,-116.759965,511.595011,1,0.1350
2.5800,20.000000,53.769061,-112.412146,282.923580,1,0.1355
2.5900,20.000000,52.660017,-111.101493,-13.992607,1,0.1361
2.6000,20.000000,51.547031,-112.691998,-224.227403,1,0.1366
2.6100,20.000000,50.406177,-115.586042,-244.667069,1,0.1371
2.6200,20.000000,49.235310,-117.585340,-70.202354,1,0.1376
2.6300,20.000000,48.054470,-116.990089,209.255168,1,0.1382
2.6400,20.000000,46.895508,-113.400236,456.849226,1,0.1387
2.6500,20.000000,45.786466,-107.853104,556.672294,1,0.1392
2.6600,20.000000,44.738446,-102.266790,468.121922,1,0.1398
2.6700,20.000000,43.741130,-98.490666,241.615338,1,0.1403
2.6800,20.000000,42.768633,-97.434484,-9.646780,1,0.1408
2.6900,20.000000,41.792440,-98.683601,-165.944734,1,0.1413
2.7000,20.000000,40.794961,-100.753378,-157.028559,1,0.1419
2.7100,20.000000,39.777372,-101.824172,8.545615,1,0.1424
2.7200,20.000000,38.758477,-100.582466,252.658896,1,0.1429
2.7300,20.000000,37.765723,-96.770995,468.185172,1,0.1434
2.7400,20.000000,36.823058,-91.218763,569.278611,1,0.1440
2.7500,20.000000,35.941348,-85.385422,527.013193,1,0.1445
2.7600,20.000000,35.115349,-80.678499,375.234743,1,0.1450
2.7700,20.000000,34.327778,-77.880727,187.290639,1,0.1455
2.7800,20.000000,33.557735,-76.932686,38.301362,1,0.1461
2.7900,20.000000,32.789124,-77.114700,-27.030615,1,0.1466
2.8000,20.000000,32.015441,-77.473298,-6.372030,1,0.1471
2.8100,20.000000,31.239658,-77.242141,70.966342,1,0.1476
2.8200,20.000000,30.470598,-76.053971,167.653923,1,0.1482
2.8300,20.000000,29.718579,-73.889062,259.441599,1,0.1487
2.8400,20.000000,28.992817,-70.865139,341.814367,1,0.1492
2.8500,20.000000,28.301276,-67.052775,420.338233,1,0.1497
2.8600,20.000000,27.651761,-62.458375,493.380798,1,0.1503
2.8700,20.000000,27.052109,-57.185159,540.722491,1,0.1508
2.8800,20.000000,26.508058,-51.643925,527.914544,1,0.1513
2.8900,20.000000,26.019230,-46.626868,426.185621,1,0.1518
2.9000,20.000000,25.575520,-43.120213,237.085609,1,0.1524
2.9100,20.000000,25.156826,-41.885156,6.206414,1,0.1529
2.9200,20.000000,24.737817,-42.996084,-185.498536,1,0.1534
2.9300,20.000000,24.296904,-45.595127,-252.781951,1,0.1539
2.9400,20.000000,23.825915,-48.051723,-146.683729,1,0.1545
2.9500,20.000000,23.335870,-48.528801,115.400691,1,0.1550
2.9600,20.000000,22.855339,-45.743710,447.235873,1,0.1555
2.9700,20.000000,22.420995,-39.584084,723.629368,1,0.1560
2.9800,20.000000,22.063657,-31.271122,831.620564,1,0.1566
2.9900,20.000000,21.795573,-22.951673,720.465617,1,0.1571
3.0000,20.000000,21.604624,-16.861810,426.934039,1,0.1576
3.0100,20.000000,21.458337,-14.412992,62.929780,1,0.1581
3.0200,20.000000,21.316364,-15.603214,-230.330319,1,0.1587
3.0300,20.000000,21.146273,-19.019598,-341.643510,1,0.1592
3.0400,20.000000,20.935972,-22.436084,-236.185131,1,0.1597
3.0500,20.000000,20.697551,-23.743301,31.670753,1,0.1602
3.0600,20.000000,20.461106,-21.802669,344.153434,1,0.1608
3.0700,20.000000,20.261497,-16.860232,571.957999,1,0.1613
3.0800,20.000000,20.123901,-10.363509,628.248354,1,0.1618
3.0900,20.000000,20.054227,-4.295265,501.027881,1,0.1623
3.1000,20.000000,20.037996,-0.342952,251.266876,1,0.1629
3.1100,20.000000,20.047368,0.730073,-19.456500,1,0.1634
3.1200,20.000000,20.052597,-0.732082,-214.564810,1,0.1639
3.1300,20.000000,20.032727,-3.561224,-279.791103,1,0.1644
3.1400,20.000000,19.981373,-6.327904,-216.917401,1,0.1650
3.1500,20.000000,19.906168,-7.899572,-71.608049,1,0.1655
3.1600,20.000000,19.823381,-7.760065,94.400215,1,0.1660
3.1700,20.000000,19.750967,-6.011567,230.568074,1,0.1665
3.1800,20.000000,19.703150,-3.148703,311.260103,1,0.1671
3.1900,20.000000,19.687993,0.213635,333.283102,1,0.1676
3.2000,20.000000,19.707423,3.516959,304.975329,1,0.1681
3.2100,20.000000,19.758332,6.313141,231.240861,1,0.1686
3.2200,20.000000,19.833686,8.141776,107.767977,1,0.1692
3.2300,20.000000,19.921168,8.468501,-63.154575,1,0.1697
3.2400,20.000000,20.003056,6.878684,-255.453308,1,0.1702
3.2500,20.000000,20.058742,3.359435,-417.486994,1,0.1707
3.2600,20.000000,20.070244,-1.471055,-485.974649,1,0.1713
3.2700,20.000000,20.029320,-6.360058,-413.606284,1,0.1718
3.2800,20.000000,19.943043,-9.743181,-198.067384,1,0.1723
3.2900,20.000000,19.834457,-10.321406,104.447202,1,0.1728
3.3000,20.000000,19.736615,-7.654237,392.534412,1,0.1734
3.3100,20.000000,19.681372,-2.470718,557.925142,1,0.1739
3.3200,20.000000,19.687201,3.504266,533.118844,1,0.1744
3.3300,20.000000,19.751457,8.191659,325.404455,1,0.1750
3.3400,20.000000,19.851034,10.012355,18.688420,1,0.1755
3.3500,20.000000,19.951704,8.565427,-260.827538,1,0.1760
3.3600,20.000000,20.022342,4.795804,-401.012655,1,0.1765
3.3700,20.000000,20.047621,0.545174,-355.851667,1,0.1771
3.3800,20.000000,20.033246,-2.321229,-167.211841,1,0.1776
3.3900,20.000000,20.001196,-2.799062,56.399595,1,0.1781
3.4000,20.000000,19.977265,-1.193237,195.706710,2,0.1786
3.4100,20.000000,19.977331,1.115072,180.345819,2,0.1791
3.4200,20.000000,19.999566,2.413679,24.158383,2,0.1795
3.4300,20.000000,20.025605,1.598239,-177.450575,2,0.1799
3.4400,20.000000,20.031531,-1.135332,-294.390026,2,0.1804
3.4500,20.000000,20.002898,-4.289561,-231.972011,2,0.1808
3.4600,20.000000,19.945740,-5.774773,15.125913,2,0.1812
3.4700,20.000000,19.887403,-3.987043,352.942824,2,0.1817
3.4800,20.000000,19.865999,1.284084,629.199733,2,0.1821
3.4900,20.000000,19.913084,8.596952,706.745290,2,0.1825
3.5000,20.000000,20.037938,15.418990,533.603868,2,0.1829
3.5100,20.000000,20.221464,19.269029,173.849515,2,0.1834
3.5200,20.000000,20.423318,18.895980,-218.104880,2,0.1838
3.5300,20.000000,20.599384,14.906932,-469.208757,2,0.1842
3.5400,20.000000,20.721457,9.511805,-471.124683,2,0.1847
3.5500,20.000000,20.789620,5.484438,-233.677609,2,0.1851
3.5600,20.000000,20.831146,4.838253,119.497952,2,0.1855
3.5700,20.000000,20.886385,7.874397,412.642008,2,0.1860
3.5800,20.000000,20.988634,13.091093,507.201686,2,0.1864
3.5900,20.000000,21.148207,18.018431,373.927273,2,0.1868
3.6000,20.000000,21.349002,20.569638,109.958841,2,0.1873
3.6100,20.000000,21.559600,20.217607,-110.155915,2,0.1877
3.6200,20.000000,21.753355,18.366520,-127.038932,2,0.1881
3.6300,20.000000,21.926930,17.676829,113.404172,2,0.1886
3.6400,20.000000,22.106891,20.634603,519.597752,2,0.1890
3.6500,20.000000,22.339622,28.068784,888.083275,2,0.1894
3.6600,20.000000,22.668267,38.396269,999.476440,2,0.1899
3.6700,20.000000,23.107547,48.058313,732.206174,2,0.1903
3.6800,20.000000,23.629433,53.040392,137.757005,2,0.1907
3.6900,20.000000,24.168355,50.813453,-563.336524,2,0.1912
3.7000,20.000000,24.645702,41.773662,-1068.933827,2,0.1916
3.7100,20.000000,25.003828,29.434776,-1129.792442,2,0.1920
3.7200,20.000000,25.234398,19.177813,-669.842194,2,0.1924
3.7300,20.000000,25.387385,16.037932,165.561761,2,0.1929
3.7400,20.000000,25.555156,22.489048,1059.881880,2,0.1933
3.7500,20.000000,25.837166,37.235570,1655.518939,2,0.1937
3.7600,20.000000,26.299868,55.599427,1707.374307,2,0.1942
3.7700,20.000000,26.949154,71.383056,1190.968582,2,0.1946
3.7800,20.000000,27.727529,79.418799,315.556772,2,0.1950
3.7900,20.000000,28.537530,77.694192,-564.751517,2,0.1955
3.8000,20.000000,29.281413,68.123768,-1102.645362,2,0.1959
3.8100,20.000000,29.900006,55.641284,-1104.426330,2,0.1963
3.8200,20.000000,30.394238,46.035242,-606.988867,2,0.1968
3.8300,20.000000,30.820710,43.501507,147.723766,2,0.1972
3.8400,20.000000,31.264268,48.989717,826.673584,2,0.1976
3.8500,20.000000,31.800505,60.034979,1154.475221,2,0.1981
3.8600,20.000000,32.464968,72.079221,1029.232155,2,0.1985
3.8700,20.000000,33.242089,80.619622,555.037099,2,0.1989
3.8800,20.000000,34.077360,83.179963,-19.442574,2,0.1994
3.8900,20.000000,34.905688,80.230770,-423.585010,2,0.1998
3.9000,20.000000,35.681976,74.708263,-489.406867,2,0.2002
3.9100,20.000000,36.399854,70.442633,-220.881987,2,0.2007
3.9200,20.000000,37.090828,70.290623,220.785275,2,0.2011
3.9300,20.000000,37.805666,74.858338,604.137867,2,0.2015
3.9400,20.000000,38.587995,82.373381,741.799425,2,0.2019
3.9500,20.000000,39.453134,89.694327,576.877298,2,0.2024
3.9600,20.000000,40.381882,93.910927,202.325462,2,0.2028
3.9700,20.000000,41.331352,93.740836,-192.024284,2,0.2032
3.9800,20.000000,42.256699,90.070441,-415.511415,2,0.2037
3.9900,20.000000,43.132761,85.430608,-367.728339,2,0.2041
4.0000,20.000000,43.965311,82.715874,-81.682665,2,0.2045
4.0100,20.000000,44.787079,83.796955,298.636620,2,0.2050
4.0200,20.000000,45.641250,88.688607,591.725307,2,0.2054
4.0300,20.000000,46.560851,95.631461,665.154067,2,0.2058
4.0400,20.000000,47.553879,101.991688,493.614179,2,0.2063
4.0500,20.000000,48.600685,105.503744,163.173875,2,0.2067
4.0600,20.000000,49.663954,105.255166,-176.123850,2,0.2071
4.0700,20.000000,50.705788,101.981267,-382.851095,2,0.2076
4.0800,20.000000,51.703579,97.598144,-385.798735,2,0.2080
4.0900,20.000000,52.657751,94.265293,-206.990571,2,0.2084
4.1000,20.000000,53.588885,93.458332,60.288108,2,0.2089
4.1100,20.000000,54.526917,95.471055,302.510035,2,0.2093
4.1200,20.000000,55.498306,99.508533,437.800631,2,0.2097
4.1300,20.000000,56.517088,104.227067,443.672225,2,0.2102
4.1400,20.000000,57.582848,108.381977,351.088488,2,0.2106
4.1500,20.000000,58.684728,111.248837,214.089856,2,0.2110
4.1600,20.000000,59.807824,112.663775,75.967872,2,0.2114
4.1700,20.000000,60.938003,112.768195,-48.023745,2,0.2119
4.1800,20.000000,62.063188,111.703300,-163.689468,2,0.2123
4.1900,20.000000,63.172069,109.494405,-274.794029,2,0.2127
4.2000,20.000000,64.253076,106.207419,-362.155122,2,0.2132
4.2100,20.000000,65.296217,102.251303,-381.821588,2,0.2136
